 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 214 788 12 1 ZTF_r 2169453244515 0 2.0773 263.905 12.0927 26.3154 2.11724e-05 0.0326121 0.13057 2.98618e-05 329 30. 0.088617 0.085003 19.7717 26.3154 2 2459923.9532407 788120245 1 167.236695211098 59.7989704207633 3.11094742247803 1.22690785107094 192.063902349138 103.959493929349 1.85993079105641 1.06966037276492 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 215 788 12 1 ZTF_g 2169507534515 0 2.0991 148.024 13.0186 26.3557 3.03015e-05 0.0372855 -0.0562595 5.10427e-05 272 30. 0.096783 0.08926 19.7566 26.3557 2 2459924.0075347 788120145 1 30.1280224610449 56.9696116708543 0.588277405558303 1.27910487377223 104.149218488292 102.412019628459 1.02381214477963 1.07318166350714 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 216 787 9 0 ZTF_r 2174300553215 4194304 2.4741 166.372 11.3894 26.0337 4.21307e-05 0.043149 0.142372 5.64166e-05 307 30. 0.116318 0.094653 19.3952 26.0337 2 2459928.8005556 787120232 1 69.0987697832031 68.1953591875598 1.12712036121203 0.939252704338774 87.7972942228713 112.414627489662 0.786273245970593 1.07277892750695 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 217 787 9 0 ZTF_g 2174365613215 33554464 2.2 13.3456 15.0102 23.6437 0.00177381 0.0714266 0.047054 0.00461419 32 30. 0.194506 0.124243 16.8713 23.6437 2 2459928.8656134 787120132 1 -1.0760143071747 73.8557983560061 -0.0162064632955551 1.09906957744466 40.7862508179469 127.528142021409 0.321975588391665 1.11991493046517 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 218 787 9 0 ZTF_r 2174485693215 4194304 2.1537 184.054 10.2674 26.1296 2.60397e-05 0.0333408 0.126267 3.4802e-05 303 30. 0.092928 0.097361 19.8777 26.1296 2 2459928.9856944 787120232 1 54.2574170217883 45.4534492006205 1.32784404757483 2.54390748353713 15.8180804824395 80.5378966417008 0.197728235136639 1.08355868125354 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 219 788 12 1 ZTF_r 2174509304515 0 1.8719 255.752 10.9696 26.2283 1.94867e-05 0.0310204 0.123994 2.74135e-05 327 30. 0.093442 0.088101 20.0232 26.2283 1 2459929.0093056 788120245 1 146.776086281603 41.4005172420716 3.94370423923894 2.00394072946476 183.74490493943 74.7039502320905 2.47620690567552 1.06390795108362 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 220 788 12 1 ZTF_r 2174510254515 0 1.7685 259.324 10.9081 26.2327 2.26603e-05 0.0336087 0.117734 3.19393e-05 327 30. 0.091404 0.089281 20.0275 26.2327 2 2459929.0102546 788120245 1 291.233878014166 39.3663715668095 8.22945940023907 1.93552589953567 457.8673341916 71.139292105307 6.47955698446356 1.06156667714051 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 221 788 12 1 ZTF_g 2174530124515 0 2.5107 142.035 9.9101 26.2519 2.78959e-05 0.0361944 -0.0320651 4.56146e-05 282 30. 0.10567 0.09804 19.8656 26.2519 1 2459929.0301273 788120145 1 115.392035871005 49.2960078603813 2.60386753338061 1.03945779487852 124.261105381298 81.5990204378919 1.53308226500843 1.09585809836028 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 222 787 9 0 ZTF_g 2174544093215 4194304 2.8303 121.571 10.5157 26.1272 4.31882e-05 0.0408735 -0.0306599 7.05449e-05 236 30. 0.10109 0.094209 19.5658 26.1272 2 2459929.0440972 787120132 1 9.99729681689828 51.3877459441637 0.216410246208587 1.04313845773387 -69.5085460332419 83.2614643111078 -0.840445104694227 1.12358817920614 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 223 788 12 1 ZTF_g 2175371704515 0 3.0997 121.443 8.70176 26.1116 5.02496e-05 0.0458326 -0.0402587 9.2565e-05 248 30. 0.112438 0.097852 19.5961 26.1116 2 2459929.8717014 788120145 1 64.7893924096944 53.4835601541968 1.34752986687713 0.979600664516905 91.030965352582 77.7849343064015 1.17817241807644 1.10226598532178 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 224 787 9 0 ZTF_r 2176312763215 39845888 2.4161 57.0906 7.11673 24.788 0.00010133 0.0595513 0.160794 0.000144415 228 30. 0.182049 0.123355 18.7108 24.788 2 2459930.8127662 787120232 0 0.65926126573154 0.785746997202794 0.933317977009225 0.706644347420919 20.5791499644533 19.6006888037738 1.05699100326997 1.06833550302056 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 56
 225 787 9 0 ZTF_g 2176372983215 4194304 2.3933 116.845 6.81526 26.2153 2.83702e-05 0.0353232 -0.0623825 4.01512e-05 291 30. 0.107037 0.086114 20.1592 26.2153 2 2459930.8729861 787120132 1 13.3658765515871 36.9399016128283 0.402491313866062 1.21370867402054 -26.9705895337738 61.8004469159109 -0.439353424789614 1.07885717605952 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 226 788 12 1 ZTF_g 2176373934515 0 2.3749 143.633 7.20609 26.2999 2.31553e-05 0.0335897 -0.0811868 3.42714e-05 312 30. 0.100464 0.090442 20.1908 26.2999 2 2459930.8739352 788120145 1 14.963348282639 39.618724109194 0.420129425641993 0.988157098349179 11.8255418734576 66.7639206278639 0.178317682161228 1.07190959227745 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 227 787 9 0 ZTF_r 2176471163215 4194304 3.0267 202.567 7.32257 26.278 3.62853e-05 0.0397162 0.124649 4.82663e-05 302 30. 0.103782 0.117923 20.129 26.278 1 2459930.971169 787120232 1 95.125129735263 43.9783068402095 2.40608828248792 1.25179017156629 124.714414214691 67.2812066490672 1.86611357350856 1.14190605204039 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 228 787 9 0 ZTF_g 2176492693215 4194304 3.0061 71.2834 6.59768 25.6429 5.68234e-05 0.0428938 -0.0313792 0.000103922 196 30. 0.127424 0.111894 19.5272 25.6429 1 2459930.9926968 787120132 1 -8.22228764451996 39.3040238134325 -0.232707538673815 1.09791309619337 -48.9875123185457 58.8969427994854 -0.837351544721164 1.152677986277 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 229 788 12 1 ZTF_g 2176541384515 0 2.9796 153.052 7.16839 26.3334 3.05337e-05 0.0377418 -0.0194634 4.75813e-05 295 30. 0.100938 0.099901 20.0638 26.3334 2 2459931.0413889 788120145 1 85.1762133163676 45.2007517787886 2.09617468472041 0.972787945397967 108.175870818968 66.4349887296632 1.63926334022537 1.13193962823407 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 230 788 12 1 ZTF_r 2177517284515 0 2.1854 193.834 9.03368 25.9226 3.3622e-05 0.0405013 0.124546 4.67835e-05 325 30. 0.095703 0.10719 19.8195 25.9226 1 2459932.0172801 788120245 1 144.355080649944 43.0908519207107 3.72650573960146 1.13517017699659 260.272156108948 77.1845750387355 3.39478586134054 1.0743825382222 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 231 788 12 1 ZTF_g 2177527604515 0 2.0958 125.203 7.08505 26.1305 2.29031e-05 0.0337316 -0.0465372 3.32036e-05 319 30. 0.094547 0.093186 20.2721 26.1305 2 2459932.0276042 788120145 1 90.88649026656 30.2583968039454 3.34124421617322 1.29980529042524 136.441195689777 53.1736221301393 2.58323825780946 1.07864298590647 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 232 788 12 1 ZTF_g 2178325624515 0 2.2925 131.823 6.26929 26.2765 1.92655e-05 0.0308669 -0.0984157 2.73148e-05 324 30. 0.103343 0.073645 20.3258 26.2765 2 2459932.825625 788120145 1 1.23852732874602 30.1325171837091 0.0457219750319233 1.32490093905332 15.8420729018401 53.4352091233154 0.298469313322987 1.05050877458399 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 233 787 9 0 ZTF_g 2178326573215 4194304 2.2938 112.3 6.04639 26.1646 2.64002e-05 0.0341709 -0.0649307 3.63053e-05 299 30. 0.107445 0.079718 20.2713 26.1646 2 2459932.8265741 787120132 1 66.6274014094701 31.4497920924771 2.35662183705205 1.43918251283483 77.9527293886653 54.5435553892703 1.43880876385882 1.06505649256619 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 234 788 12 1 ZTF_g 2178491164515 0 2.3859 152.7 5.94772 26.3509 1.85951e-05 0.0304695 -0.0553583 2.6472e-05 324 30. 0.093801 0.08655 20.6414 26.3509 2 2459932.991169 788120145 1 45.4834137742824 29.4644605623996 1.71715445152239 1.26304841170265 105.918626981469 50.5178310173099 2.11077936009703 1.08855313663962 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 235 787 9 0 ZTF_g 2178492103215 4194304 3.1285 125.126 5.55555 26.2668 2.94988e-05 0.0357787 -0.0432889 4.11818e-05 294 30. 0.108292 0.101479 20.4355 26.2668 2 2459932.9921065 787120132 1 67.2657361249005 36.327085053855 2.05976725463851 1.15383884333763 -2.07242853581586 56.5282360836855 -0.036908748720778 1.1508262060482 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 236 788 12 1 ZTF_r 2178544024515 33554432 1.9872 284.86 7.36567 26.5097 5.92589e-05 0.0498421 0.13409 8.26389e-05 282 30. 0.094358 0.116436 20.5893 26.5097 2 2459933.0440278 788120245 1 103.763839258864 32.5227920020049 3.54905730461123 2.08262783271369 108.435858271968 54.0459189570627 2.01987832056302 1.09943575257363 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 237 787 9 0 ZTF_g 2179339403215 33554432 2.3567 16.5811 8.49237 24.1264 0.000808626 0.0805764 -0.00458889 0.00189975 75 30. 0.151788 0.102239 17.8345 24.1264 1 2459933.8394097 787120132 1 15.7591305502046 48.831474686717 0.358994020080764 0.89538125403774 -122.04789614414 80.5004668877192 -1.52632525620084 1.10173211322264 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 238 788 12 1 ZTF_g 2179342294515 33554480 2.2528 3.6188 9.17901 22.83 0.0375333 0.0393474 -0.665492 0.109543 6 30. 0.169297 0.128965 16.478 22.83 2 2459933.8422917 788120145 1 0.600288126430604 48.8431383429103 0.0136713371362826 0.924783943048936 97.6867254472994 83.7985579560916 1.17358405159089 1.12510868977413 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 239 788 12 1 ZTF_r 2179391334515 0 1.7927 206.467 8.2489 26.0232 2.09483e-05 0.0322176 0.131948 2.9495e-05 325 30. 0.090159 0.081595 20.0427 26.0232 2 2459933.891331 788120245 1 108.041918024296 35.4590044765879 3.38938222898857 1.9008242992481 81.5794044264749 65.4981491014428 1.25391095070107 1.06162109265671 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 240 787 9 0 ZTF_r 2179404273215 4194304 1.8391 121.985 8.9829 25.7403 2.56464e-05 0.0336478 0.120512 3.44573e-05 307 30. 0.094615 0.077465 19.5913 25.7403 1 2459933.9042708 787120232 1 90.3356006689424 38.6776488107901 2.59808689338852 1.41893918136457 56.8950715343408 72.5978635356955 0.788980010223225 1.05208421151572 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 241 787 9 0 ZTF_r 2179405213215 37748736 1.8736 103.022 9.48372 25.5651 3.19615e-05 0.0380647 0.109459 4.32323e-05 308 30. 0.09507 0.078932 19.3384 25.5651 2 2459933.9052199 787120232 1 49.9406316295324 42.7235902116852 1.30029260038685 1.29254324225078 44.7410205999529 81.7700245620232 0.55084187866055 1.04841637508643 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 242 788 12 1 ZTF_g 2179430234515 0 2.4227 109.072 6.60409 26.0103 2.61518e-05 0.0353846 -0.0323447 4.01828e-05 302 30. 0.093244 0.092123 20.0763 26.0103 1 2459933.9302315 788120145 1 25.4359005517618 32.7116792810828 0.864966086167679 1.20668032513156 -10.5399729163314 53.7437606579868 -0.197436132314317 1.10655526411772 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 243 787 9 0 ZTF_r 2179477613215 37748736 2.6475 99.8267 9.48667 25.4938 5.46464e-05 0.0491755 0.118839 7.3489e-05 305 30. 0.102733 0.097786 19.3338 25.4938 2 2459933.9776157 787120232 1 37.0973662834278 43.7536888695312 0.943155289983584 1.24164007418292 -73.8822672333284 79.8063576358471 -0.932004300877211 1.08095184126439 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 244 788 12 1 ZTF_r 2179491754515 33554432 2.4969 106.197 10.3196 25.2933 5.19696e-05 0.0483605 0.118981 7.28479e-05 302 30. 0.109588 0.097395 18.875 25.2933 1 2459933.9917593 788120245 1 48.7401938327598 49.566538603983 1.09383914502473 1.08106095208106 123.939204879861 86.3053525786897 1.44572658389633 1.07373221066371 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 245 788 12 1 ZTF_r 2179520304515 33554432 2.2874 79.9485 10.6709 24.9521 7.71852e-05 0.0516516 0.142866 0.000112008 231 30. 0.124207 0.10867 18.4898 24.9521 2 2459934.0203009 788120245 1 40.9369012321271 54.5530245455787 0.834739437483501 1.15172883733578 -33.8173530553992 91.4462701425594 -0.372296374918641 1.10365878912802 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 246 788 12 1 ZTF_g 2180329324515 0 2.2708 132.208 6.21746 26.2768 2.23964e-05 0.0337362 -0.0929981 3.18345e-05 327 30. 0.105855 0.082026 20.3474 26.2768 2 2459934.8293287 788120145 1 35.6788482405938 29.4916702828491 1.34575579182148 1.27948039112196 56.926085167566 51.6681515971216 1.10918397223251 1.05355275251314 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 247 787 9 0 ZTF_g 2180332153215 4194304 2.2138 288.164 6.56398 26.1802 2.83244e-05 0.0356046 -0.0718599 3.85264e-05 305 30. 0.104806 0.082763 17.4836 26.1802 2 2459934.8321528 787120132 1 51.4787145823488 35.5178225401161 1.61226401992993 1.31471482801893 66.3293125624963 63.3353063603164 1.05432574872165 1.07771378655855 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 248 787 9 0 ZTF_r 2180392383215 4194304 2.8977 198.28 6.47584 26.2441 2.12661e-05 0.0305507 0.118237 2.85129e-05 302 30. 0.110688 0.086116 20.0962 26.2441 2 2459934.8923843 787120232 1 140.358031687662 39.3862530316837 3.96412557642655 1.27880542661966 187.31808502387 59.6840276485761 3.15963400148203 1.09980387240443 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 249 788 12 1 ZTF_r 2180428484515 0 3.3219 263.134 6.805 26.2974 2.17068e-05 0.0328164 0.1289 3.05983e-05 329 30. 0.104977 0.091255 20.0036 26.2974 2 2459934.9284838 788120245 1 155.235014061803 45.4895292051979 3.79605979122198 1.06174187871953 160.994836962938 65.1689773425315 2.4870598413845 1.12224188429312 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 250 787 9 0 ZTF_r 2180499913215 4194304 3.5021 202.633 6.18214 26.2768 2.84595e-05 0.0351305 0.120724 3.79609e-05 304 30. 0.133742 0.105622 20.0325 26.2768 2 2459934.999919 787120232 1 163.796701839703 44.4056931183308 4.1031869096204 1.08363492530255 218.17115978719 60.8412478950655 3.610059995476 1.1698030690198 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 251 788 12 1 ZTF_r 2180544314515 0 2.9501 269.08 6.61511 26.3085 1.81329e-05 0.0299118 0.131102 2.5569e-05 326 30. 0.097904 0.09856 20.1779 26.3085 2 2459935.0443171 788120245 1 -4.12011370016674 36.1696337791751 -0.126712625817528 1.44261623087328 92.1153096309416 56.2166973921202 1.64961151834135 1.10083273557879 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 252 787 9 0 ZTF_r 2181282513215 4194304 2.0093 172.267 8.9033 26.0938 1.89219e-05 0.0294049 0.122362 2.58257e-05 309 30. 0.097692 0.081105 19.9042 26.0938 2 2459935.7825116 787120232 1 103.582369994369 41.2244158736059 2.79502781401761 1.70192369515128 184.653322240477 74.7214603639674 2.48786589668184 1.06012318634582 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 253 787 9 0 ZTF_g 2181321433215 4194304 2.2351 85.6921 6.96019 25.876 4.07901e-05 0.0416369 -0.0368919 6.50668e-05 264 30. 0.103808 0.081613 19.9157 25.876 1 2459935.8214352 787120132 1 -32.3363839769816 38.1117328502054 -0.943816485315918 1.13253799424967 -44.9915080807141 66.6086495235754 -0.680009710453423 1.09103136504239 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 254 788 12 1 ZTF_g 2181341774515 0 2.1836 123.918 6.53682 26.164 2.13171e-05 0.0324407 -0.053855 3.20636e-05 309 30. 0.101757 0.085564 20.2756 26.164 1 2459935.8417708 788120145 1 23.0500023425216 31.1494716355981 0.823142623198952 1.4008269911772 13.9937191584219 53.8263626531895 0.261729884162002 1.07689501977623 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 255 788 12 1 ZTF_g 2181345574515 0 2.1597 136.434 6.2245 26.2726 1.67061e-05 0.0289741 -0.0622099 2.40035e-05 320 30. 0.094319 0.0842 20.4219 26.2726 2 2459935.8455787 788120145 1 11.8347626443085 32.5610560157786 0.404311292924194 1.28113118836236 37.7427613954046 56.9725282170284 0.666934788643839 1.0696820642037 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 256 787 9 0 ZTF_g 2181346993215 4194304 2.5694 295.155 6.42027 26.1841 2.56805e-05 0.0341155 -0.0533222 3.60571e-05 301 30. 0.102326 0.082436 19.0039 26.1841 2 2459935.8469907 787120132 1 32.3765197669479 28.4126325933417 1.26757448635538 1.39127646600918 -23.9476414028933 49.5204105766045 -0.486848349293719 1.08964769259042 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 257 788 12 1 ZTF_g 2181500374515 0 1.923 148.659 5.30539 26.3775 2.84689e-05 0.0376269 -0.0430824 4.02911e-05 322 30. 0.090145 0.101267 20.7645 26.3775 2 2459936.0003704 788120145 1 69.5763188991229 26.4145905583492 2.93003201347679 1.93264228817515 93.3257090794984 45.1742953995394 2.07981690181698 1.098379778539 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 258 787 9 0 ZTF_g 2182372453215 4194304 2.5943 119.819 5.68863 26.2381 2.13763e-05 0.031299 -0.0754937 2.91665e-05 308 30. 0.101892 0.078938 20.5307 26.2381 2 2459936.8724537 787120132 1 70.1216042994863 26.6369203004215 2.92834764410591 2.00413646870224 95.9835962290243 46.4422464467223 2.08064981057466 1.08060291970562 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 259 788 12 1 ZTF_g 2182373394515 0 2.1836 141.147 5.66375 26.3076 1.78486e-05 0.0298793 -0.0602847 2.54794e-05 323 30. 0.096465 0.085326 20.5685 26.3076 2 2459936.8733912 788120145 1 -25.7263733249858 27.1568802515392 -1.05378858875845 1.27822097667549 -33.3470786219133 47.4177614191826 -0.707997849545715 1.07380077988357 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 260 787 9 0 ZTF_r 2182486753215 4194304 2.304 204.586 5.9187 26.2673 1.87057e-05 0.028654 0.120812 2.491e-05 305 30. 0.100902 0.088161 20.4572 26.2673 2 2459936.9867593 787120232 1 148.316373079176 31.917140042085 5.16915944825243 1.92372450457836 143.947016782551 52.9708229938603 2.7357798129615 1.08481922365723 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 261 788 12 1 ZTF_g 2182517084515 0 2.9414 148.713 5.34662 26.3635 1.90295e-05 0.0308318 -0.05148 2.71054e-05 326 30. 0.096274 0.100602 20.6052 26.3635 2 2459937.0170833 788120145 1 52.4575312200847 28.8250694547301 2.02438115805457 1.40594542528083 105.260300843277 46.9577616763551 2.25669263701206 1.10310044675656 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 262 787 9 0 ZTF_g 2182518963215 4194304 2.8355 126.901 5.11542 26.2822 2.55582e-05 0.0337649 -0.0631185 3.48224e-05 305 30. 0.109471 0.093716 20.6355 26.2822 2 2459937.0189699 787120132 1 42.6937216458793 28.0470630577715 1.69329031519035 1.61525075613543 13.2650474210444 46.5712306919939 0.286751886952478 1.10565487848942 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 263 787 9 0 ZTF_r 2183281083215 4194304 3.2355 189.618 8.15494 26.1899 4.0507e-05 0.0425687 0.12779 5.46405e-05 304 30. 0.137049 0.104609 19.7009 26.1899 2 2459937.781088 787120232 1 156.98718141995 56.1691815724002 3.10900125454068 0.976567251876912 169.021082532478 78.5490720325431 2.16628210677587 1.12339824179085 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 264 788 12 1 ZTF_r 2183294844515 33554432 4.0726 254.807 7.99468 26.2643 6.33158e-05 0.0558425 0.130638 8.89992e-05 325 30. 0.155551 0.162674 19.5839 26.2643 2 2459937.7948495 788120245 1 176.919419392561 57.6717006534143 3.41245983382713 1.3345079843551 231.372495995573 72.8527835642908 3.19728075815447 1.16118931979717 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 265 787 9 0 ZTF_r 2183392473215 4194304 3.1023 201.239 6.61655 26.2579 2.77555e-05 0.0352634 0.118812 3.75409e-05 305 30. 0.116942 0.100613 20.0279 26.2579 1 2459937.8924769 787120232 1 83.5034837992718 43.5642792940452 2.13220453256071 1.05876746551638 -26.5051654206226 62.8798972658007 -0.424359459779455 1.11386350943481 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 266 788 12 1 ZTF_r 2183395864515 0 4.0346 265.678 6.83339 26.3112 2.57942e-05 0.0360902 0.124247 3.61376e-05 328 30. 0.117931 0.106612 19.7985 26.3112 1 2459937.8958681 788120245 1 106.537922691745 51.740746407194 2.29047911473311 1.08328784163927 98.9309963459007 65.9340503785543 1.51055944123632 1.1907289329542 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 267 787 9 0 ZTF_g 2183411083215 4194304 3.9945 122.985 5.23561 26.2671 5.17438e-05 0.0458339 -0.0597006 8.57538e-05 245 30. 0.131857 0.102167 20.106 26.2671 2 2459937.911088 787120132 1 47.5097607707413 40.260234980399 1.31268746866538 0.98223873260553 41.4291248179039 52.1015893861644 0.800515931443907 1.20321338414939 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 268 788 12 1 ZTF_g 2183415904515 0 3.3611 146.257 5.43442 26.3522 3.33024e-05 0.0403116 -0.0561907 5.05965e-05 307 30. 0.112497 0.092166 20.243 26.3522 2 2459937.9159028 788120145 1 46.5873270623188 37.175321929445 1.39401631503714 1.02715587120538 39.1951220535129 51.4155552709924 0.767454581549431 1.13618326134706 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 269 788 12 1 ZTF_g 2183449564515 0 2.3447 149.522 5.30184 26.3551 1.58358e-05 0.0283476 -0.0559295 2.22905e-05 330 30. 0.090063 0.079326 20.7128 26.3551 1 2459937.9495602 788120145 1 49.1488959618407 26.3868885418865 2.07195531604605 1.71021523452388 38.7999268736401 46.1672878013047 0.846080601086999 1.0778138227082 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 270 788 12 1 ZTF_r 2183513534515 33554432 2.9702 288.646 6.23073 26.569 0.000103463 0.0718918 0.136064 0.000145956 328 30. 0.101555 0.096605 20.4478 26.569 2 2459938.0135301 788120245 1 -46.9012387361923 38.3815764951429 -1.35930309352308 1.44008726794882 -153.549347469526 58.4755465603809 -2.64355820940571 1.1048030013578 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 271 787 9 0 ZTF_r 2197246933215 37748736 3.0425 190.629 19.0821 26.1853 7.02205e-05 0.0506072 0.142717 9.60058e-05 251 30. 0.123984 0.108144 18.8326 26.1853 2 2459951.7469329 787120232 1 100.661863717186 111.29084209614 1.00614445820032 1.01320789310766 187.918456331092 162.808710041242 1.16200231485423 1.11339207651873 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
