 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 107 787 9 0 ZTF_r 2024178703215 4194304 1.9992 173.814 10.6805 26.0987 2.27512e-05 0.0321188 0.114735 3.09467e-05 306 30. 0.102955 0.089553 19.6966 26.0987 2 2459778.6787037 787120232 1 91.3943243297677 47.2696206042906 2.15075980273577 1.43828281271895 28.7388300535959 87.0367272303532 0.332415850735285 1.05349937104192 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 108 787 9 0 ZTF_r 2024179653215 4194304 2.0815 171.775 9.9531 26.1008 2.40637e-05 0.0326569 0.124999 3.23211e-05 302 30. 0.107854 0.086617 19.7486 26.1008 2 2459778.6796528 787120232 1 34.039017465898 43.7823555779264 0.864833876424799 1.71842281633454 32.5581466916385 79.5267090526854 0.41215621862489 1.05841769480483 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 109 787 9 0 ZTF_r 2024180593215 4194304 1.9624 173.634 9.88615 26.1044 2.46726e-05 0.0331762 0.121884 3.33006e-05 304 30. 0.102802 0.08115 19.814 26.1044 2 2459778.6805903 787120232 1 -32.8716636861893 43.9735725014491 -0.831543046074427 1.32963914215969 -17.4370828476705 82.3826271231962 -0.213085248879466 1.05285148654981 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 110 787 9 0 ZTF_r 2024181533215 4194304 1.8419 171.681 9.98515 26.0921 2.30768e-05 0.0318139 0.12129 3.09586e-05 302 30. 0.099424 0.086174 19.8378 26.0921 2 2459778.6815394 787120232 1 90.2147190211364 44.502648826599 2.25499893279593 1.66027846919978 255.827845411483 85.2340879471456 3.02168846845725 1.04851855463427 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 111 787 9 0 ZTF_r 2024182483215 4194304 1.8617 172.04 9.93402 26.0916 1.83322e-05 0.0289834 0.125149 2.50078e-05 306 30. 0.099715 0.079929 19.8342 26.0916 2 2459778.6824884 787120232 1 -38.3727117478755 46.3008619975128 -0.92190934211211 1.41954772187838 -25.7097793955939 88.4356409121845 -0.292675396164477 1.04928923603925 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 112 787 9 0 ZTF_r 2025180023215 4194304 2.4433 172.844 10.2749 26.102 3.35496e-05 0.0387073 0.127098 4.52657e-05 304 30. 0.109049 0.09715 19.5838 26.102 2 2459779.6800231 787120232 1 8.75009908553852 53.1712953915131 0.183058766261896 1.10177813680408 18.1254847243819 88.6821634698212 0.205763596566501 1.06632458977763 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 113 787 9 0 ZTF_r 2025180973215 4194304 2.3845 173.168 10.191 26.0986 2.2928e-05 0.0319846 0.119512 3.10592e-05 303 30. 0.114562 0.087265 19.6038 26.0986 2 2459779.6809722 787120232 1 33.5740381488732 58.0773906195431 0.643059687462435 0.98850265675095 8.54351356560064 98.7782881058612 0.0870743438254106 1.06137585278941 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 114 787 9 0 ZTF_r 2025181903215 4194304 2.1938 172.474 10.203 26.0868 3.11494e-05 0.0374623 0.129264 4.23464e-05 305 30. 0.110917 0.086359 19.6516 26.0868 2 2459779.6819097 787120232 1 28.2058785513288 48.3377985469374 0.64909395605873 1.29696554727668 88.3160916439738 85.1987476986917 1.04357056886435 1.05788477589302 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 115 787 9 0 ZTF_r 2025182853215 4194304 2.0816 171.919 10.0622 26.0925 2.28254e-05 0.0317394 0.122164 3.07669e-05 304 30. 0.117483 0.089243 19.7195 26.0925 2 2459779.6828588 787120232 1 -13.4454678519515 46.8533528039057 -0.31921996489048 1.15022736665575 -49.0075750311022 85.2648779334325 -0.578639705637081 1.05416544985431 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 116 787 9 0 ZTF_r 2025183793215 4194304 2.5047 172.711 10.0994 26.0957 2.951e-05 0.0362527 0.121667 3.99191e-05 303 30. 0.121784 0.089334 19.5718 26.0957 2 2459779.6837963 787120232 1 -132.922221339762 52.4469827238585 -2.81923892622374 1.23097304211866 -194.686749611046 86.372172168613 -2.26922596884955 1.06918388902986 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 117 787 9 0 ZTF_r 2029165853215 4194304 1.8204 182.213 17.4974 26.1629 2.82428e-05 0.0356514 0.117066 3.8153e-05 305 30. 0.098276 0.083259 19.2949 26.1629 2 2459783.6658565 787120232 1 -1.14263397347358 75.5373427216621 -0.0168267495496278 1.19775463041122 99.6193557043334 145.189730748214 0.690753383725979 1.04913996505234 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 118 787 9 0 ZTF_r 2029168273215 4194304 1.8127 181.472 14.7351 26.1238 2.52265e-05 0.0336871 0.130476 3.39647e-05 308 30. 0.098959 0.078966 19.4478 26.1238 2 2459783.6682755 787120232 1 50.0805986813308 64.1542154293169 0.868358610179786 1.40569402460571 116.530796350272 123.509782294832 0.949848957617252 1.04804552959719 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 119 787 9 0 ZTF_r 2029170693215 4194304 1.75 181.445 12.4993 26.1534 2.27002e-05 0.0319881 0.119232 3.07334e-05 308 30. 0.092169 0.076399 19.6933 26.1534 2 2459783.6706944 787120232 1 82.7904485408096 52.7782680400563 1.74493760504428 1.89074915193147 118.776707990667 101.042934926382 1.18342441299743 1.05068583519311 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 120 787 9 0 ZTF_r 2029173123215 4194304 1.9094 179.586 11.7661 26.1422 2.36191e-05 0.0325476 0.122989 3.15741e-05 305 30. 0.096738 0.077106 19.6847 26.1422 2 2459783.673125 787120232 1 -3.83419434539875 53.218569934306 -0.0801430235965539 1.70239641938362 -61.3347901112562 99.8612588850669 -0.618336721777305 1.05272319723365 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 121 788 12 1 ZTF_r 2032176624515 33554432 2.2777 158.672 12.5769 25.8137 0.000363521 0.133062 0.12298 0.000510722 314 30. 0.121682 0.103745 19.1224 25.8137 2 2459786.6766204 788120245 1 168.145282785815 68.3718700533791 2.73565943405064 0.97514273424727 185.417181028554 114.740721262243 1.62685029654042 1.06478609163736 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 122 788 12 1 ZTF_r 2032177554515 37748736 2.2615 172.27 12.7601 25.8863 0.000114017 0.0750776 0.128302 0.000160708 319 30. 0.121238 0.095426 19.1963 25.8863 2 2459786.6775579 788120245 0 41.719210909119 63.232615622126 0.733921718541565 1.08728364121063 78.2107065740599 107.263738272034 0.734054783574615 1.06539392291908 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 123 788 12 1 ZTF_r 2032178504515 37750784 2.156 211.148 14.7659 25.9697 0.00466328 0.259053 0.185329 0.00603172 96 30. 0.127836 0.098391 19.1491 25.9697 2 2459786.6785069 788120245 1 -338.338062183935 60.7209909440492 -6.19821744745591 1.15467354349284 -526.517647665445 105.320183803768 -5.03287931307856 1.06415382493837 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 124 788 12 1 ZTF_r 2032179444515 33556480 2.1816 96.1614 16.1792 25.1515 0.00116655 0.201368 0.160645 0.00167623 230 30. 0.130572 0.106135 18.2442 25.1515 2 2459786.6794444 788120245 0 49.5892402349765 68.6034928484788 0.804074015738778 0.961952502038138 102.099903248493 121.194532718015 0.848120370333349 1.05824166064864 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 125 788 12 1 ZTF_r 2032180394515 33554432 2.0303 166.687 12.5131 25.7978 0.000101918 0.0715127 0.116654 0.000143372 324 30. 0.113838 0.091029 19.1954 25.7978 2 2459786.6803935 788120245 0 164.289574435555 58.019521421657 3.14985573670157 0.940778328209631 256.959271657288 104.317597817854 2.47982998599832 1.05297288941354 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 126 788 12 1 ZTF_r 2033173994515 0 2.0601 208.778 11.9862 26.0592 2.57774e-05 0.0360841 0.126613 3.62228e-05 328 30. 0.117703 0.094661 19.5185 26.0592 2 2459787.6739931 788120245 1 143.800328878776 55.5012507947547 2.88211900860031 1.1646152408885 61.2593220573884 98.3348291331816 0.627162396677051 1.05520321066593 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 127 788 12 1 ZTF_r 2033174934515 0 2.146 208.5 11.8437 26.0267 2.99388e-05 0.0388023 0.13813 4.20377e-05 327 30. 0.109623 0.093263 19.4517 26.0267 2 2459787.6749306 788120245 1 46.0983189435411 57.9433384955092 0.884985948791726 1.15489668929512 171.330546285449 101.891293362921 1.69282832398452 1.05557245107839 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 128 788 12 1 ZTF_r 2033175874515 0 2.0342 206.975 11.7944 26.0179 2.53569e-05 0.0356065 0.127142 3.55621e-05 325 30. 0.110396 0.089997 19.5177 26.0179 2 2459787.6758796 788120245 1 28.9601304948844 53.5882930774133 0.601153516196691 1.26857358263341 -94.3475401809548 96.7572519632621 -0.981662607867521 1.05276611578528 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 129 788 12 1 ZTF_r 2033176814515 0 2.1168 206.471 11.5729 26.0316 2.62251e-05 0.0361898 0.132595 3.66645e-05 325 30. 0.119281 0.090504 19.5097 26.0316 2 2459787.6768171 788120245 1 -53.3639616509548 52.7333837131163 -1.12568589703886 1.10093521470103 -40.4130949942475 93.7346074462796 -0.434047579892141 1.05629942468859 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 130 788 12 1 ZTF_r 2033177764515 0 2.0045 207.471 11.4403 26.0401 2.26479e-05 0.0338006 0.127468 3.18152e-05 327 30. 0.116894 0.097964 19.5731 26.0401 2 2459787.6777662 788120245 1 8.04109961740515 57.5623179542923 0.155393185434338 1.10695498461363 -67.3745639395193 103.777231677033 -0.653595537363448 1.05317074026266 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 131 788 12 1 ZTF_r 2034173394515 0 2.2946 196.787 12.2094 25.9925 3.42206e-05 0.0409874 0.125865 4.7857e-05 323 30. 0.116772 0.088733 19.3281 25.9925 2 2459788.6733912 788120245 1 40.759797418541 68.737134715972 0.65962239669053 0.969751285005428 10.3244869179 116.189208344677 0.0894577308804481 1.06185262896725 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 132 788 12 1 ZTF_r 2034174324515 33554432 2.8332 197.986 12.039 25.9971 0.000135262 0.0802615 0.114016 0.000187596 319 30. 0.123025 0.100142 19.2221 25.9971 2 2459788.6743287 788120245 1 -8.67643406535248 72.2056845492574 -0.133667148128408 1.03849966584533 -110.381378632631 111.926904320201 -0.992833709137506 1.08567702138627 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 133 788 12 1 ZTF_r 2034175274515 33554432 3.6512 196.823 11.9909 25.9597 7.5094e-05 0.056129 0.152249 0.000105793 277 30. 0.147716 0.12247 18.9329 25.9597 2 2459788.6752778 788120245 1 -2.01754902520123 78.1608993002117 -0.0287137126616362 1.1938827962421 -45.3738125891131 103.462493011247 -0.441506931623165 1.14556033071719 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 134 788 12 1 ZTF_r 2034176214515 33554432 3.0639 198.153 11.8389 25.9866 6.19363e-05 0.0544051 0.13108 8.73949e-05 311 30. 0.13719 0.110635 19.1297 25.9866 2 2459788.6762153 788120245 1 58.6270476852105 76.0079499004141 0.858012879443168 0.904877832047744 26.1868161366671 113.145980312764 0.23300152402347 1.08566800151339 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 135 788 12 1 ZTF_r 2034177164515 0 2.7608 198.01 11.8304 25.9953 3.59601e-05 0.0419621 0.122925 5.05318e-05 322 30. 0.12501 0.100787 19.2324 25.9953 2 2459788.6771644 788120245 1 -73.5530103374052 67.574161810996 -1.21080605934165 1.06750920871882 -167.097341036068 104.483049569525 -1.61004825122317 1.08828228928668 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 136 788 12 1 ZTF_r 2035176344515 0 1.6184 211.386 11.359 26.0492 3.21937e-05 0.0398164 0.129558 4.5192e-05 326 30. 0.103533 0.086872 19.7841 26.0492 2 2459789.6763426 788120245 1 80.8775945883356 43.6856050662856 2.05941879558958 1.57962440059924 126.368210441827 85.2794023900703 1.49179407974544 1.04456842191176 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 137 788 12 1 ZTF_r 2035177284515 0 1.5885 211.117 11.3125 26.0405 2.65458e-05 0.0363347 0.123264 3.73134e-05 326 30. 0.10391 0.091061 19.7734 26.0405 2 2459789.6772801 788120245 1 31.7262800367716 51.8267085290795 0.68095799989314 0.992526863678405 172.777518732248 100.927371627292 1.72342925865526 1.04391478597917 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 138 788 12 1 ZTF_r 2036176224515 0 1.7428 206.822 11.3551 26.0399 2.45343e-05 0.0349255 0.126374 3.43443e-05 327 30. 0.112426 0.090479 19.7114 26.0399 2 2459790.6762269 788120245 1 -58.3374911109198 46.1304651704277 -1.40674284476538 1.3575124118979 -198.875729291329 88.4156375834309 -2.26447689846126 1.04659600967536 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 139 788 12 1 ZTF_r 2036177244515 0 1.8973 207.081 11.3478 26.0299 3.57692e-05 0.0422054 0.123676 5.01844e-05 327 30. 0.103703 0.083345 19.6768 26.0299 2 2459790.6772454 788120245 1 -7.88324790769402 51.2058189060777 -0.171253978389114 1.12472457630071 -82.3531878635662 97.9393446544458 -0.846522320672349 1.04841951424886 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 140 788 12 1 ZTF_r 2037171044515 33554432 1.8939 154.955 13.5925 25.7559 0.00010507 0.0704883 0.116399 0.000147103 315 30. 0.133527 0.102578 19.1559 25.7559 2 2459791.6710417 788120245 1 39.6240503038095 62.5282191417461 0.704916388680679 1.4336153475881 337.318470703285 118.058383403052 2.8764609528126 1.04819134235087 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 141 788 12 1 ZTF_r 2037172184515 0 1.9067 162.645 13.1614 25.7747 3.63637e-05 0.0429106 0.126172 5.16613e-05 324 30. 0.135176 0.09174 19.1799 25.7747 2 2459791.6721875 788120245 1 -32.6925335355762 57.3365640971659 -0.63426641363706 0.998282230372621 94.0279999949042 106.77242409438 0.886570524062351 1.04860352898372 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 142 788 12 1 ZTF_r 2037175604515 0 1.9165 162.686 13.5335 25.7647 3.28317e-05 0.0405643 0.128237 4.63515e-05 323 30. 0.117658 0.096042 19.1751 25.7647 2 2459791.6756019 788120245 1 -22.3909737725066 54.9184892115965 -0.453533321839631 1.06792775306085 17.3734494251457 104.05308257432 0.168091710249058 1.04954089702255 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 143 787 9 0 ZTF_g 2111469713215 4194304 2.3071 104.508 12.7659 26.0721 4.01715e-05 0.0373755 -0.0288174 7.59146e-05 201 30. 0.111216 0.08644 19.345 26.0721 1 2459865.9697106 787120132 1 304.411646658631 66.5254591506582 5.09012191937598 1.00313939791547 318.197415909762 113.556448518181 2.8209802084651 1.07245286981601 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 144 787 9 0 ZTF_r 2111488633215 4194304 2.4221 186.84 11.2592 26.1573 3.13076e-05 0.0370654 0.136491 4.16767e-05 304 30. 0.095027 0.084607 19.5888 26.1573 1 2459865.9886343 787120232 1 362.720923765381 58.5785819747511 6.88792731421411 1.171328676021 310.557681470572 97.2918586214362 3.21351971021241 1.08207353676476 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 145 787 9 0 ZTF_g 2113465343215 4194304 2.1525 92.5385 12.4893 25.9326 3.58402e-05 0.0360005 -0.0133355 6.4608e-05 204 30. 0.101254 0.084527 19.2819 25.9326 1 2459867.9653472 787120132 1 372.712532643095 64.5484291146733 6.42307687540496 1.00547529377123 353.184763271496 110.573254528563 3.21563731201142 1.08461476362598 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 146 787 9 0 ZTF_i 2113494783215 33554432 2.1722 511.229 22.4121 26.095 0.00016411 0.124546 0.160797 0.000465446 273 30. 0.122416 0.091336 18.8117 26.095 2 2459867.9947801 787120332 1 -1016.8703740849 117.966720814415 -9.58872555169273 1.4037248726207 -1483.4353943749 204.711150385436 -7.29528613509067 1.07494619207809 0.406091475756576 17.3470002746582 0.0659999996423721 4.44299983978271 0.331999987363815 2458174.769132 2458561.945544 0
 147 788 12 1 ZTF_r 2116491114515 0 2.6944 249.417 9.24373 26.2317 2.68154e-05 0.0368215 0.131797 3.81228e-05 324 30. 0.116636 0.102075 19.7619 26.2317 1 2459870.9911111 788120245 1 702.077435945759 50.9528658183762 15.3274956260342 1.35662009307581 637.771868675264 78.444242006994 8.18501501802634 1.07850225207352 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 148 788 12 1 ZTF_g 2116508914515 0 2.454 134.195 8.40522 26.2546 2.79556e-05 0.0361884 -0.0493267 4.49768e-05 287 30. 0.106965 0.087962 19.9375 26.2546 1 2459871.008912 788120145 1 663.719899626519 43.691050122986 16.8984611166378 1.09618771211645 753.517857292721 70.2384339542265 10.8002528061707 1.07095682031699 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 149 787 9 0 ZTF_g 2117492473215 4194312 4.9299 276.883 78.6672 26.1668 0.000106029 0.0537302 -0.0502491 0.000204817 160 30. 0.19731 0.1543 18.7419 26.1668 1 2459871.9924769 787120132 1 677.207833976763 91.7336414886755 8.21198487404422 0.940464489356764 699.58580648977 110.463819689149 6.37582114333013 1.18696397763432 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 150 787 9 0 ZTF_g 2120473003215 4194304 2.4094 109.527 4.64369 26.1419 3.24917e-05 0.0384306 -0.0878731 4.45725e-05 302 30. 0.122982 0.087058 20.4792 26.1419 1 2459874.9730093 787120132 1 732.44442365071 28.8963713323104 28.1959134280179 1.53940889015872 739.859843851716 44.3129513484021 16.8086940680534 1.07385928290454 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 151 787 9 0 ZTF_r 2120514203215 4194304 2.1258 194.007 6.27804 26.2211 1.642e-05 0.0268585 0.1152 2.18731e-05 301 30. 0.094988 0.079569 20.3664 26.2211 1 2459875.0142014 787120232 1 677.94571031791 33.626242173203 22.4270102625531 2.240876073043 713.342829686566 56.9802887696106 12.6034326991623 1.0544289080172 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 152 787 9 0 ZTF_g 2124451663215 4194304 2.6981 108.85 6.66762 26.1322 3.99674e-05 0.0415091 -0.0652732 6.17234e-05 264 30. 0.105764 0.084531 19.9949 26.1322 1 2459878.9516667 787120132 1 684.664972818035 41.4807507564298 18.3605760667392 1.17659914163844 646.28176498873 62.3477068951473 10.4355804288663 1.09212546876724 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 153 787 9 0 ZTF_r 2124494733215 4194304 2.1028 192.8 7.36279 26.2159 1.50412e-05 0.0258356 0.117219 2.01716e-05 300 30. 0.097505 0.072909 20.2092 26.2159 1 2459878.9947338 787120232 1 817.446948968135 39.1495466168655 23.2267069960375 1.62655915695237 812.997289106688 66.9028335258549 12.2337549770331 1.05779895726756 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 154 787 9 0 ZTF_g 2126427403215 4194304 4.4028 261.941 6.66274 26.083 5.58923e-05 0.0425528 -0.0460086 0.000104099 188 30. 0.143408 0.138741 18.3605 26.083 1 2459880.9274074 787120132 1 634.270434059314 104.396287823224 6.75840498699408 0.955615240758533 678.424049106815 141.885784486756 4.81368360178724 1.12328739533273 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 155 787 9 0 ZTF_r 2128496313215 37748736 3.6784 481.768 8.86827 26.0179 6.27206e-05 0.0524039 0.118265 8.4086e-05 301 30. 0.128447 0.100952 18.3107 26.0179 1 2459882.9963194 787120232 1 659.274740890014 103.507076832078 7.08518499284023 0.996248002933866 716.556397593348 153.076606314052 4.71255839496571 1.09475739777978 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 156 787 9 0 ZTF_g 2128518403215 4194304 3.6823 110.39 5.88976 26.1551 3.99966e-05 0.0397407 -0.0558552 6.79352e-05 235 30. 0.131337 0.098119 19.8941 26.1551 1 2459883.0184028 787120132 1 584.12964746643 43.0564603820743 15.0912678156673 0.960942191852689 642.657466509507 55.8733308062258 11.5795101560259 1.1552990804675 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 157 788 12 1 ZTF_i 2129472234515 0 2.8982 329.871 7.31594 25.7045 6.5462e-06 0.028191 0.190144 2.11554e-05 325 30. 0.124976 0.094935 19.4131 25.7045 2 2459883.9722338 788120345 1 288.712475645527 45.9303105713701 6.99231475816191 1.03076161488069 288.615072204455 69.6201619408769 4.17348801296876 1.08488390632711 0.555405588655895 17.4110004043579 0.0599999986588955 4.40100002288818 0.29899999499321 2458223.733542 2458557.846713 0
 158 788 12 1 ZTF_g 2130515494515 33554432 1.8854 76.2832 6.22061 25.6597 0.0001649 0.0875281 -0.0325099 0.000261277 289 30. 0.096649 0.079299 19.9201 25.6597 1 2459885.0154977 788120145 1 324.56924286699 26.9638969175401 13.3899669588307 1.32259815108556 280.366105483162 48.2050974761457 5.85528091658984 1.05230438447838 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 159 788 12 1 ZTF_g 2134455824515 0 1.902 75.7183 10.9796 25.6505 4.54317e-05 0.041906 -0.0495089 8.8281e-05 218 30. 0.105123 0.078687 19.2552 25.6505 1 2459888.9558218 788120145 1 245.001157454266 52.8728787207352 5.15454078749514 0.992009163963151 243.774923171953 95.842006281985 2.5606388140814 1.06810932577117 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 160 788 12 1 ZTF_r 2134471494515 0 1.8167 154.167 10.2949 25.7047 2.67856e-05 0.0366273 0.13071 3.77086e-05 325 30. 0.096401 0.092567 19.4835 25.7047 1 2459888.9714931 788120245 1 424.760951536268 48.919740051149 9.6586236824333 1.35615771862514 446.624287623721 89.5083722314602 5.02335498554981 1.05915262628263 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 161 787 9 0 ZTF_g 2135414053215 4194304 2.9176 271.444 16.1845 26.1258 7.40794e-05 0.0449762 -0.018866 0.000141762 165 30. 0.125483 0.091943 18.4308 26.1258 1 2459889.9140509 787120132 1 493.296483772835 117.126893483287 4.684963331865 0.924269234858756 635.790676631335 182.979549552359 3.49805628543997 1.09737109409027 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 162 787 9 0 ZTF_i 2135422473215 0 2.3676 399.075 10.5275 25.6295 7.7738e-06 0.0295653 0.196245 2.45638e-05 320 30. 0.111273 0.093174 19.1082 25.6295 2 2459889.9224769 787120332 1 166.835080212407 57.256288542331 3.2412981604968 1.01931801284286 177.861033280426 93.8914597207542 1.90708439410073 1.08652241093663 0.406091475756576 17.3470002746582 0.0659999996423721 4.44299983978271 0.331999987363815 2458174.769132 2458561.945544 0
 163 787 9 0 ZTF_r 2135454693215 4194304 2.3372 195.122 11.9804 26.2284 2.34664e-05 0.0321739 0.121352 3.12693e-05 306 30. 0.102527 0.080015 19.5724 26.2284 1 2459889.9546991 787120232 1 518.560717643252 59.7601018395023 9.65257282516096 1.23293231634594 528.66109885123 101.565748072667 5.24016877606883 1.06171620692595 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 164 787 9 0 ZTF_g 2139415693215 4194304 2.9339 268.912 16.9186 26.1525 6.03217e-05 0.0403707 -0.0409665 0.000118922 160 30. 0.126186 0.093434 17.3892 26.1525 2 2459893.9156944 787120132 1 315.229769240402 249.031290862377 1.40808251423559 1.01971476856793 114.409702156547 424.662663177682 0.271227654489913 1.08528749754023 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 165 788 12 1 ZTF_g 2139427304515 0 3.1163 130.97 14.7964 26.2275 5.8307e-05 0.0431578 -0.0327768 0.00011502 183 30. 0.111095 0.097071 19.1047 26.2275 1 2459893.9273032 788120145 1 413.900432655602 95.0474800159733 4.84406625410516 0.974864042262038 343.893408042694 136.132792163371 2.54317526607592 1.10932180863364 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
